titulo;autor;isbn;paginas;ano
Cinquenta Tons de Liberdade - O Capítulo Final;E.L. James;9788551002766;544;2017
Matéria Escura;Blake Crouch;9788551001233;352;2017
A Sutil Arte de Ligar o F*da-se;Mark Manson;9788551002506;224;2017
Não Se Enrola, Não;Isabela Freitas;9788551000410;176;2017
O livro dos Baltimore;Joël Dicker;nan;463;2017
Um amor incômodo;Elena Ferrante;9788551001387;176;2017
A Sutil Arte de Ligar o F*da-se;Mark Manson;nan;168;2017
O som do Amor - Edição Econômica;Jojo Moyes;9788551000434;256;2017
Paris para Um e Outros Contos;Jojo Moyes;9788580579680;192;2017
Agora e para sempre, Lara Jean;Jenny Han;9788551001998;304;2017
Mindhunter;Mark Olshaker;nan;431;2017
A profecia das sombras;Rick Riordan;9788551001721;336;2017
O navio dos mortos;Rick Riordan;9788551002483;368;2017
Leonardo da Vinci;Walter Isaacson;9788551002582;640;2017
Rejuvelhecer;Sergio Abramoff;9788551002544;240;2017
Paris para um e outros contos;Jojo Moyes;9788580579734;240;2017
Hotel Valhala: Guia dos mundos nórdicos;Rick Riordan;9788551002315;160;2017
Ordem Vermelha: Filhos da Degradação (Vol. 1);Felipe Castilho;9788551002704;448;2017
Mindhunter;Mark Olshaker;9788551001745;384;2017
O Navio dos Mortos;Rick Riordan;nan;405;2017
Cidade dos Etéreos;Ransom Riggs;9788580578904;384;2016
P.S.: Ainda Amo Você;Jenny Han;9788580578690;304;2016
Sr. Tigre solto na selva;Peter Brown;9788580578584;48;2016
O nadador;Joakim Zander;9788580578638;320;2016
Vale-tudo da notícia;Nick Davies;9788580578744;480;2016
Depois de você;Jojo Moyes;9788580578645;320;2016
O Regresso;Michael Punke;9788580578591;272;2016
Trumbo;Bruce Cook;9788580578676;368;2016
A arte do descaso;Cristina Tardáguila;9788580578966;192;2016
Simon vs. a agenda Homo Sapiens;Becky Albertalli;9788580578928;272;2016
Uma vida no escuro;Anna Lyndsey;9788580578829;248;2016
O universo numa casca de noz;Stephen Hawking;9788580578881;224;2016
Um presente da Tiffany;Melissa Hill;9788580578713;336;2016
Tudo tem uma primeira vez;Viih Tube;9788580579130;224;2016
Os irmãos Tapper declaram guerra (um contra o outro);Geoff Rodkey;9788580578843;237;2016
Todos Envolvidos;Ryan Gattis;9788580578102;382;2016
Uma chance de lutar; Elizabeth Warren;9788580578867;400;2016
Temporada de acidentes;Moïra Fowley-Doyle;9788580578942;256;2016
O Árabe do Futuro;Riad Sattouf;9788580578805;160;2016
Aceitação;Jeff VanderMeer;9788580578768;368;2016
Orgulho e Preconceito e Zumbis; Seth Grahame-Smith;9788598078748;320;2016
Eu sou o peregrino;Terry Hayes;9788580578782;688;2016
O amor segundo Buenos Aires;Fernando Scheller;9788580579178;288;2016
Alucinadamente feliz;Jenny Lawson;9788580579314;352;2016
O mistério do mapa;Kory Merritt e Jack Chabert;9788580579017;112;2016
A agenda antiplanos;Keri Smith;9788580578126;96;2016
É isso Que Eu Faço - Uma Vida de Amor e Guerra;Lynsey Addario;9788580579222;352;2016
Solteirona - O Direito de Escolher a Própria Vida;Kate Bolick;9788580579048;320;2016
A arte do Descaso;Cristina Tardáguila;9788580578973;192;2016
Baía da Esperança;Jojo Moyes;9788580578737;301;2016
O Oráculo Oculto;Rick Riordan;9788580579284;320;2016
Cidade dos Etéreos;Ransom Riggs;9788580578911;384;2016
TED Talks;Chris Anderson;9788580579352;240;2016
Destinos e fúrias;Lauren Groff;9788580579147;368;2016
A Ditadura Acabada;Elio Gaspari;9788580579154;448;2016
Box Coleção Ditadura;Elio Gaspari;9788580579482;2612;2016
A Última Carta de Amor;Jojo Moyes;9788580579574;384;2016
Como eu era antes de você;Jojo Moyes;9788580579246;368;2016
Frank Einstein e o Turbocérebro;Jon Scieszka;9788580579079;192;2016
Os afetos;Rodrigo Hasbún;9788580579192;128;2016
Garoto 21;Matthew Quick;9788580579093;272;2016
Porcelain;Moby;9788580579253;416;2016
Como Mentir com Estatistica;Darrell Huff;9788580579529;160;2016
F de falcão;Helen Macdonald;9788580578140;288;2016
As Chamas do Paraíso;Robert Jordan;9788580579857;944;2016
Gentil como a gente;Fernanda Gentil;9788551000137;288;2016
Lugar Nenhum;Neil Gaiman;9788580578997;336;2016
Loney;Andrew Michael Hurley;9788580579376;304;2016
Liderança;Alex Ferguson com Michael Moritz;9788580579543;352;2016
A outra história;Tatiana de Rosnay;9788580579338;272;2016
Welcome to Night Vale;Jeffrey Cranor;9788580579055;336;2016
No reino do gelo;Hampton Sides;9788580579550;472;2016
O Adulto;Gillian Flynn;9788580579451;64;2016
O navio das noivas;Jojo Moyes;9788580579956;384;2016
Pó de Lua nas noites em claro;Clarice Freire;9788551000267;208;2016
Nada Mais a Perder;Jojo Moyes;9788580579703;398;2016
Pax;Sara Pennypacker;9788551000229;288;2016
Como Mentir com Estatística;Darrell Huff;9788580579529;160;2016
O dia da morte de Denton Little;Lance Rubin;9788580579604;336;2016
Belgravia;Julian Fellowes;9788551000076;368;2016
O demônio na Cidade Branca;Erik Larson;9788551000038;448;2016
O tigre;John Vaillant;9788580579987;333;2016
Faca de Água;Paolo Bacigalupi;9788580579437;400;2016
Alerta de risco;Neil Gaiman;9788551000304;304;2016
Avanço;James Frey;9788551000281;107;2016
Box Os Heróis do Olimpo;Rick Riordan;9788580579505;2272;2016
Colheita;James Frey;9788551000618;86;2016
Baseado em fatos reais;Delphine de Vigan;9788580579390;256;2016
Biblioteca de Almas;Ransom Riggs;9788580579666;416;2016
Os Dois Terríveis ainda piores;Jory John e Mac Barnett;9788580579925;224;2016
Alerta Vermelho;Bill Browder;9788551000007;408;2016
Garra;Angela Duckworth;9788551000021;336;2016
As mil noites;E.K. Johnston;9788580579819;320;2016
Ilustre Poesia;Pedro Gabriel;9788551000625;224;2016
Como Eu Era Antes de Você;Jojo Moyes;9788580578157;318;2016
Depois de Você;Jojo Moyes;9788580578133;288;2016
Temporada de acidentes;Moïra Fowley-Doyle;9788580578942;252;2016
Os encontros;J. A. Hazeley e J. P. Morris;9788551000588;52;2016
O Hipster;J. A. Hazeley e J. P. Morris;9788551000489;52;2016
A ressaca;J. A. Hazeley e J. P. Morris;9788551000502;52;2016
Manual do usuário - O marido;J. A. Hazeley e J. P. Morris;9788551000465;52;2016
Manual do usuário - A esposa;J. A. Hazeley e J. P. Morris;9788551000441;52;2016
A grana;Cynthia D'Aprix Sweeney;9788551000052;336;2016
Contos peculiares;Ransom Riggs;9788551000533;208;2016
Os Arquivos Perdidos: O Despertar dos Legados;Pittacus Lore;9788551000830;89;2016
Como Eu Era Antes de Você;Jojo Moyes;9788580579246;320;2016
Legado;Hugh Howey;9788580579413;368;2016
O paradoxo do Chimpanzé;Prof. Steve Peters;9788551000113;268;2016
Fãs do impossível;Kate Scelsa;9788551000403;336;2016
Diário de um ladrão de oxigênio;Anônimo;9788551000595;160;2016
Nimona;Noelle Stevenson;9788580579024;272;2016
O Martelo de Thor;Rick Riordan;9788551000700;400;2016
Unidos somos um;Pittacus Lore;9788551000809;352;2016
Deuses americanos;Neil Gaiman;9788551000724;576;2016
Como matar a borboleta-azul;Monica de Bolle;9788551000762;272;2016
Não se enrola, não;Isabela Freitas;9788551000861;224;2016
A filha perdida;Elena Ferrante;9788551000328;176;2016
Uma noite na praia;Elena Ferrante;9788551000366;40;2016
A garota com a tribal nas costas;Amy Schumer;9788551000847;336;2016
O hotel na Place Vendôme;Tilar J. Mazzeo;9788551000182;288;2016
O guia essencial do vinho: Wine Folly;Madeline Puckette e Justin Hammack;9788551000243;240;2016
O Adulto;Gillian Flynn;9788580579451;64;2016
As Chamas do Paraíso;Robert Jordan;9788580579857;912;2016
Baseado em Fatos Reais;Delphine de Vigan;9788580579390;256;2016
Enquanto houver champanhe, há esperança;Joaquim Ferreira dos Santos;9788551000151;672;2016
O Som do Amor;Jojo Moyes;9788551000663;304;2016
A Química;Stephenie Meyer;9788551000908;496;2016
Baseado em fatos reais;Delphine de Vigan;9788580579420;256;2016
O cérebro adolescente;Dra. Frances E. Jensen com Amy Ellis Nutt;9788580579901;320;2016
Tony & Susan;Austin Wright;9788580570663;334;2016
Como mentir com estatística;Darrell Huff;9788580579536;160;2016
História da sua vida e outros contos; Ted Chiang;9788551000786;368;2016
Sully;Chesley Sully Sullenberger com Jeffrey Zaslow;9788551000748;256;2016
O Lar da Srta. Peregrine para Crianças Peculiares;Ransom Riggs;9788551000687;352;2016
Os Arquivos Perdidos: A Caça;Pittacus Lore;9788551000892;103;2016
Como Eu Era Antes de Você;Jojo Moyes;9788580573268;347;2016
Um presente da Tiffany;Melissa Hill;9788580578720;336;2016
O adulto;Gillian Flynn;9788580579468;64;2016
A Última Carta de Amor;Jojo Moyes;9788580579918;320;2016
Belgravia: O passado retorna (Capítulo 10);Julian Fellowes;9788580579833;41;2016
Cinco Minutos;José de Alencar;9788580577860;43;2016
Cinquenta Tons de Cinza;E.L. James;9788580573923;416;2016
Grey;E.L. James;9788580578201;480;2016
Nimona;Noelle Stevenson;9788580579024;272;2016
Fantasma (e-Book);Jason Reynolds;9788551002339;124;2016
Contos Peculiares;Ransom Riggs;9788551000526;208;2016
O regresso;Michael Punke;9788580578607;0;2016
O regresso;Michael Punke;9788580578607;0;2016
A Ditadura Acabada;Elio Gaspari;9788580579154;448;2016
TED Talks: O guia oficial do TED para falar em público;Chris Anderson;9788580579369;240;2016
Depois de você;Jojo Moyes;9788580578645;320;2016
O martelo de Thor;Rick Riordan;9788551000717;400;2016
O Universo numa Casca de Noz - Editora Intrínseca;Stephen Hawking;9788580578898;224;2016
Box Coleção Ditadura;Elio Gaspari;9788580579499;0;2016
Com amor, Simon;Becky Albertalli;9788580578935;272;2016
Lugar nenhum;Neil Gaiman;9788580579000;336;2016
Trumbo;9788580578683;368;2016
Linhagem zero;;9788580579307;83;2016
Alerta de Risco;Neil Gaiman;9788551000311;304;2016
Alucinadamente Feliz. Um Livro Engraçado Sobre Coisas Horríveis;Jenny Lawson;9788580579321;352;2016
O amor segundo Buenos Aires;Fernando Scheller;9788580579185;288;2016
Depois de você;Jojo Moyes;9788580578652;320;2016
A química;Stephenie Meyer;9788551000915;496;2016
Os afetos;Rodrigo Hasbún;9788580579208;128;2016
Belgravia;Julian Fellowes;nan;430;2016
O Martelo de Thor;Rick Riordan;nan;426;2016
Aceitação;Jeff VanderMeer;nan;333;2016
Percy Jackson e os Deuses Gregos;Rick Riordan;9788580576337;336;2015
Sonhos Com Deuses e Monstros;Laini Taylor;9788580576375;560;2015
S.;Doug Dorst;9788580575569;472;2015
Léxico;Max Barry;9788580577051;368;2015
Autoridade;Jeff VanderMeer;9788580577112;384;2015
Quem é Você, Alasca?;John Green;9788580575996;272;2015
Half Wild;Sally Green;9788580577464;332;2015
A Espada do Verão;Rick Riordan;9788580577952;448;2015
Sniper Americano;Chris Kyle;9788580576443;344;2015
A Nova República;Lionel Shriver;9788580576313;384;2015
Cinquenta Tons de Cinza;E.L. James;9788580576207;480;2015
As Presas;Andrew Fukuda;9788580576412;320;2015
Um Mais Um;Jojo Moyes;9788580576542;320;2015
A Economia da Desigualdade;Thomas Piketty;9788580576481;144;2015
Caixa de Pássaros;Josh Malerman;9788580576528;272;2015
Objetos Cortantes;Gillian Flynn;9788580576580;254;2015
Como o Google Funciona;Eric Schmidt;9788580576139;320;2015
Até Você Ser Minha;Samantha Hayes;9788580576658;336;2015
Playbook - O Manual da Conquista;Matt Kuhn;9788580576627;176;2015
Uma Breve História do Tempo;Stephen Hawking;9788580576467;256;2015
Quase Uma Rockstar;Matthew Quick;9788580576764;256;2015
A Verdade É uma Caverna nas Montanhas Negras;Neil Gaiman;9788580576672;80;2015
O Destino da Número Dez;Pittacus Lore;9788580578423;320;2015
Pequenas Grandes Mentiras;Liane Moriarty;9788580576795;400;2015
Ordem;Hugh Howey;9788580576818;512;2015
Selva de Gafanhotos;Andrew Smith;9788580576856;352;2015
Filhotes submarinos;Seth Casteel;9788580577136;128;2015
A Arte de Pedir;Amanda Palmer;9788580576894;304;2015
A Última Dança de Chaplin;Fabio Stassi;9788580576566;224;2015
Circo invisível;Jennifer Egan;9788580576696;320;2015
A segunda pátria;Miguel Sanches Neto;9788580576719;320;2015
Um brinde a isso;Betty Halbreich;9788580576955;304;2015
Dentista sinistra;David Walliams;9788580576733;384;2015
Toda luz que não podemos ver;Anthony Doerr;9788580576979;528;2015
Yaqui Delgado Quer Quebrar a Sua Cara;Meg Medina;9788580577150;272;2015
Os Filhos de Anansi;Neil Gaiman;9788580576993;328;2015
Isto Não É Um Livro;Keri Smith;9788580576436;224;2015
Brasil: Os Frutos da Guerra;Neill Lochery;9788580576917;376;2015
Frank Einstein e o Motor Antimatéria;Jon Scieszka;9788580577174;192;2015
Os Últimos Dias de Nossos Pais;Joël Dicker;9788580577013;304;2015
O Árabe do Futuro;Riad Sattouf;9788580576931;160;2015
Descendência;James Frey;9788580577143;163;2015
Nós;David Nicholls;9788580577037;384;2015
Gelo Negro;Becca Fitzpatrick;9788580577228;304;2015
Navegue a lágrima;Letícia Wierzchowski;9788580577440;208;2015
Sal, Açúcar, Gordura;Michael Moss;9788580577280;512;2015
O Constante Correr das Horas;Justin Go;9788580577099;440;2015
Para Todos os Garotos que Já Amei;Jenny Han;9788580577266;320;2015
Lugares Escuros;Gillian Flynn;9788580575910;352;2015
Ache Momo de costa a costa;Andrew Knapp;9788580577204;144;2015
O livro sem figuras;B.J. Novak;9788580577242;48;2015
Nêmesis;Peter Evans;9788580577303;384;2015
Cidades de Papel;John Green;9788580577198;368;2015
Como não ser um babaca;Meghan Doherty;9788580577327;192;2015
A Ascensão da Sombra;Robert Jordan;9788580577747;991;2015
Bebês submarinos;Seth Casteel;9788580577556;112;2015
Isla e o Final Feliz;Stephanie Perkins;9788580577396;304;2015
Estação Onze;Emily St. John Mandel;9788580577075;320;2015
Os Guinle;Clóvis Bulcão;9788580577525;256;2015
Quem é você, Alasca?;John Green;9788580576832;336;2015
Não Se Iluda, Não;Isabela Freitas;9788580577686;272;2015
Galveston; Nic Pizzolatto;9788580576504;240;2015
Os dois terríveis;Jory John;9788580577419;224;2015
Moneyball;Michael Lewis;9788580577341;336;2015
Serena;Ron Rash;9788580576030;320;2015
Chama Negra;Alyson Noël;9788580573411;248;2015
Estrela da Noite;Alyson Noël;9788580573435;248;2015
Terra de Sombras;Alyson Noël;9788580573404;280;2015
Os Imortais;Alyson Noël;9788580573442;1527;2015
Box Percy Jackson E Os Olimpianos (5 Volumes);Rick Riordan;9788580574623;1816;2015
Biografia de um Livro;Miguel Sanches Neto;9788580576726;20;2015
Grey;E.L. James;9788580577730;528;2015
Half Lies;Sally Green;9788580576641;62;2015
Endgame - A Chave do Céu;James Frey;9788580577877;512;2015
Existência;James Frey;9788580577495;163;2015
Mosquitolândia;David Arnold;9788580577792;352;2015
A Mulher Perfeita É Uma Vaca;Anne-Sophie Girard;9788580577815;160;2015
Notícias: Manual do usuário;Alain de Botton;9788580577839;240;2015
Como a música ficou grátis;Stephen Witt;9788580577709;272;2015
Linda, Como no Caso do Assassinato de Linda;Leif GW Persson;9788580577600;432;2015
História do Futuro;Miriam Leitão;9788580577853;496;2015
Plutão;R. J. Palacio;9788580577457;90;2015
O mundo imaginário de...;Keri Smith;9788580577655;192;2015
Destrua este diário em qualquer lugar;Keri Smith;9788580577679;144;2015
A Coroa de Ptolomeu;Rick Riordan;9788580577549;78;2015
Como Steve Jobs virou Steve Jobs;Brent Schlender e Rick Tetzeli;9788580577891;480;2015
Casa de praia com piscina;Herman Koch;9788580577648;336;2015
Deixado para morrer;Beck Weathers;9788580578027;256;2015
A Febre;Megan Abbott;9788580577990;272;2015
Minha professora é um monstro! (Não Sou, não.);Peter Brown;9788580577563;40;2015
A Sorte do Agora;Matthew Quick;9788580577631;224;2015
A sexta extinção;Elizabeth Kolbert;9788580578041;336;2015
Autoridade;Jeff VanderMeer;9788580577112;384;2015
Surpreendente!;Maurício Gomyde;9788580578089;272;2015
Titia Terrível;David Walliams;9788580577976;400;2015
João e Maria;Neil Gaiman;9788580577761;56;2015
Sonhos Partidos;M. O. Walsh;9788580577938;256;2015
O leitor do trem das 6h27;Jean-Paul Didierlaurent;9788580577914;176;2015
A guerra dos consoles;Blake J. Harris;9788580578225;576;2015
Sr. Holmes;Mitch Cullin;9788580577372;240;2015
Elon Musk;Ashlee Vance;9788580578287;416;2015
Um cão chamado Jimmy;Rafael Mantesso;9788580578065;168;2015
Frank Einstein e o eletrodedo;Jon Scieszka;9788580578355;176;2015
Operação Impensável;Vanessa Barbara;9788580578560;224;2015
É possível salvar a Europa?;Thomas Piketty;9788580578522;272;2015
Aliança do Crime;Dick Lehr;9788580578317;424;2015
Uma História do Mundo;Andrew Marr;9788580578393;616;2015
Primatas da Park Avenue;Wednesday Martin;9788580578485;272;2015
A última viagem do Lusitania;Erik Larson;9788580578508;432;2015
Miniaturista;Jessie Burton;9788580578164;352;2015
Vida e Morte;Stephenie Meyer;9788580578553;391;2015
Não se apega, não;Isabela Freitas;9788580573947;160;2015
Os Arquivos Perdidos: A Fuga;Pittacus Lore;9788580577785;100;2015
Os Arquivos Perdidos: A Navegadora;Pittacus Lore;9788580578249;103;2015
Os Arquivos Perdidos: Guarda;Pittacus Lore;9788580578256;92;2015
Auggie & Eu;R. J. Palacio;9788580578416;326;2015
Cansei de ser gato: do capim ao sachê;Amanda Nori;9788580578447;160;2015
Caçadores de trolls;Guillermo del Toro;9788580578324;340;2015
Uma Pergunta Por Dia;Potter Style;9788580578379;368;2015
O Livro Secreto;Grégory Samak;9788580578188;176;2015
Poder, estilo & ócio;Joyce Pascowitch;9788580578461;176;2015
História do Futuro [Versão Digital];Miriam Leitão;9788580577860;440;2015
Diário extraordinário;R. J. Palacio;9788580578386;168;2015
Lugares Escuros;Gillian Flynn;9788580578218;352;2015
Crepúsculo;Stephenie Meyer;9788580578553;736;2015
Tiatia terrível;David Walliams;9788580577976;400;2015
Caixa de Pássaros;Josh Malerman;9788580576535;205;2015
Lugares escuros;Gillian Flynn;9788580576078;352;2015
Yaqui Delgado quer quebrar a sua cara;Meg Medina;9788580577167;272;2015
João e Maria;Neil Gaiman;9788580577778;56;2015
Como não ser um babaca;Meghan Doherty;9788580577334;192;2015
A espada do verão;Rick Riordan;9788580577969;448;2015
Uma Breve História do Tempo;Stephen Hawking;9788580576474;256;2015
A economia da desigualdade;Thomas Piketty;9788580576498;144;2015
Não se iluda, não;Isabela Freitas;9788580578621;270;2015
Shingaling;R. J. Palacio;9788580578270;136;2015
Grey: Cinquenta Tons de Cinza Pelos Olhos de Christian;E.L. James;9788580577723;300;2015
Playbook;Berney Stinson;9788580576634;190;2015
Crepúsculo/ Vida e morte;Stephenie Meyer;9788580578546;679;2015
Sonhos partidos;M. O. Walsh;9788580577945;256;2015
Crepúsculo;Stephenie Meyer;9788580578553;288;2009
Para todos os garotos que já amei;Jenny Han;9788580577273;320;2015
Como Steve Jobs virou Steve Jobs;Brent Schlender e Rick Tetzeli;9788580577907;480;2015
Elon Musk;Ashlee Vance;9788580578300;0;2015
Sharp Objects: Objetos Cortantes;Gillian Flynn;9788580576597;256;2015
Meu Amigo Bicho-Papão;Osny Mattano Junior;9788516096861;57;2015
O rei branco;György Dragomán;nan;256;2015
Caixa de Pássaros: Bird Box;Josh Malerman;9788580576528;272;2015
Operação impensável;Vanessa Barbara;9788580578430;224;2015
Os Arquivos Perdidos: Box digital com 15 e-books;Pittacus Lore;9788580578263;0;2015
Endgame: A chave do céu;James Frey;9788580577884;512;2015
Aliança do crime;Dick Lehr;9788580578294;424;2015
Uma história do mundo;Andrew Marr;9788580578409;616;2015
Filhos se Anansi;Neil Gaiman;nan;440;2015
O leitor do trem das 6h27;Jean-Paul Didierlaurent;9788580577921;112;2015
O Sangue do Olimpo;Rick Riordan;9788580575958;432;2015
